"file","line","level","heading","file_type","placement_verdict","placement_rationale","order_verdict","order_rationale","cluster_id","canonical_target","axis_verdict","dedup_action","nuance_items_retained","nuance_loss_risk","nuance_retention_status"
"00_Admin/policies/policy_naming_conventions.md","16","2","Rules","policy","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/policies/policy_requirements_management.md","10","1","Requirements Management Policy","policy","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/policies/policy_requirements_management.md","12","2","Purpose","policy","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/policies/policy_requirements_management.md","16","2","REQ ID Format","policy","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/policies/policy_requirements_management.md","22","2","Ordering & Stability","policy","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/policies/policy_requirements_management.md","29","2","Requirements Matrices","policy","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/policies/policy_status_values.md","10","1","Status Values Policy","policy","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/policies/policy_status_values.md","12","2","Purpose","policy","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/policies/policy_status_values.md","16","2","Status Definitions","policy","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/policies/policy_status_values.md","24","2","Normalization Rules","policy","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/policies/policy_status_values.md","31","2","Allowed Transitions","policy","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/policies/policy_status_values.md","37","2","Disposition Procedure for Deprecated Artifacts","policy","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/policies/policy_status_values.md","54","2","Quality Rule for Active","policy","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/policies/README.md","12","1","Policies Index","policy","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/policies/README.md","16","2","Reading Priority","policy","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/policies/README.md","25","3","Priority 1: Core Operations","policy","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/policies/README.md","31","3","Priority 2: Quality and Metadata","policy","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/policies/README.md","37","2","Policy Characteristics","policy","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/policies/README.md","47","2","New Policies","policy","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/policies/README.md","56","2","See Also","policy","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/prompts/README.md","13","1","Prompts (Admin)","document","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/audit_ai_ops_section_placement_2026-03-03.md","26","1","Audit: ai_ops Section Placement and Ordering","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/audit_ai_ops_section_placement_2026-03-03.md","28","2","Objective","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/audit_ai_ops_section_placement_2026-03-03.md","33","2","Scope","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/audit_ai_ops_section_placement_2026-03-03.md","41","2","Method","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/audit_ai_ops_section_placement_2026-03-03.md","52","2","Global Results","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/audit_ai_ops_section_placement_2026-03-03.md","59","2","File Hotspots (Flag Count)","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/audit_ai_ops_section_placement_2026-03-03.md","68","2","High-Value Findings","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/audit_ai_ops_section_placement_2026-03-03.md","76","2","Overlap/Dedup Clusters","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/audit_ai_ops_section_placement_2026-03-03.md","82","2","Nuance Retention Checks","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/audit_ai_ops_section_placement_2026-03-03.md","88","2","Proposed Remediation Lanes","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/audit_ai_ops_section_placement_2026-03-03.md","98","2","Health Command Integration","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/audit_ai_ops_section_placement_2026-03-03.md","102","2","Generated Artifacts","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/audit_ai_ops_section_placement_2026-03-03.md","108","2","Notes","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/audit_ai_ops_section_reorder_map_2026-03-03.md","26","1","Audit: ai_ops Section Reorder Map","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/audit_ai_ops_section_reorder_map_2026-03-03.md","28","2","Purpose","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/audit_ai_ops_section_reorder_map_2026-03-03.md","33","2","Method Note","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/audit_ai_ops_section_reorder_map_2026-03-03.md","38","2","Baseline Outcome","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/audit_ai_ops_section_reorder_map_2026-03-03.md","43","2","Pass B Sequencing Rule","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/audit_ai_ops_section_reorder_map_2026-03-03.md","50","2","Nuance Retention Gate (Pass A Exit)","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/audit_ai_ops_section_reorder_map_2026-03-03.md","56","2","Post-Move Reorder Targets (Conditional)","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/audit_ai_ops_section_reorder_map_2026-03-03.md","58","3","Target: `00_Admin/guides/runbooks/README.md`","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/audit_ai_ops_section_reorder_map_2026-03-03.md","64","3","Target: `00_Admin/guides/README.md`","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/audit_ai_ops_section_reorder_map_2026-03-03.md","70","2","Warranted Duplication Guidance","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/audit_ai_ops_section_reorder_map_2026-03-03.md","77","2","Order Validation Checklist (Pass B)","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/audit_ai_ops_section_reorder_map_2026-03-03.md","85","2","Related Artifacts","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/health_ai_ops_option1_quick_2026-03-03.md","23","1","Health Report: ai_ops (Option 1 Quick)","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/health_ai_ops_option1_quick_2026-03-03.md","25","2","Summary","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/health_ai_ops_option1_quick_2026-03-03.md","32","2","Evidence","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/health_ai_ops_option1_quick_2026-03-03.md","45","2","Findings","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/health_ai_ops_option1_quick_2026-03-03.md","47","3","Warning","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/health_ai_ops_option1_quick_2026-03-03.md","54","3","Info","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/health_ai_ops_option1_quick_2026-03-03.md","60","2","Recommended Actions","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/health_ai_ops_option2_comprehensive_2026-03-03.md","24","1","Health Report: ai_ops (Option 2 Comprehensive)","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/health_ai_ops_option2_comprehensive_2026-03-03.md","26","2","Summary","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/health_ai_ops_option2_comprehensive_2026-03-03.md","34","2","Findings","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/health_ai_ops_option2_comprehensive_2026-03-03.md","36","3","Critical","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/health_ai_ops_option2_comprehensive_2026-03-03.md","46","3","Warning","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/health_ai_ops_option2_comprehensive_2026-03-03.md","70","3","Info","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/health_ai_ops_option2_comprehensive_2026-03-03.md","78","2","Metrics","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/health_ai_ops_option2_comprehensive_2026-03-03.md","88","2","Recommended Actions","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/health_aiops_wb_oss_readiness_2026-02-27.md","9","1","Health Report: ai_ops — wp_oss_readiness_01 Workbundle","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/health_aiops_wb_oss_readiness_2026-02-27.md","29","2","Summary","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/health_aiops_wb_oss_readiness_2026-02-27.md","42","2","Findings","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/health_aiops_wb_oss_readiness_2026-02-27.md","44","3","Critical","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/health_aiops_wb_oss_readiness_2026-02-27.md","50","3","Warning","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/health_aiops_wb_oss_readiness_2026-02-27.md","59","3","Info","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/health_aiops_wb_oss_readiness_2026-02-27.md","97","2","Validators","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/health_aiops_wb_oss_readiness_2026-02-27.md","112","2","Dead Chain Analysis (Depth 1 + Depth 2)","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/health_aiops_wb_oss_readiness_2026-02-27.md","114","3","Depth 1 — work_savepoint trigger chain","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/health_aiops_wb_oss_readiness_2026-02-27.md","122","3","Depth 2 — transitive reference sweep","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/health_aiops_wb_oss_readiness_2026-02-27.md","136","3","Specs dead chain sweep (17 specs, all scanned)","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/health_aiops_wb_oss_readiness_2026-02-27.md","158","3","work_pause residuals at depth 2 (specs + guides)","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/health_aiops_wb_oss_readiness_2026-02-27.md","170","2","Sweep Completeness","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/health_aiops_wb_oss_readiness_2026-02-27.md","185","2","Recommended Actions","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/health_aiops_wb_oss_readiness_2026-02-27.md","195","2","Fix Stubs (Compact)","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/health_aiops_wb_oss_readiness_2026-02-27.md","197","3","Fix 1 — work_savepoint.md MD013 (Warning) — RESOLVED 2026-02-27","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/health_aiops_wb_oss_readiness_2026-02-27.md","202","3","Fix 2 — Security contact placeholder (Info)","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/health_aiops_wb_oss_readiness_2026-02-27.md","209","3","Fix 3 — CODEOWNERS lint noise (Info, optional)","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/health_aiops_wb_oss_readiness_2026-02-27.md","218","2","Metrics","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/reports/health/README.md","1","1","Health Reports","report","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_bootstrap.md","12","1","Runbook: Agent Bootstrap","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_bootstrap.md","14","2","Purpose","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_bootstrap.md","22","2","AI Agent Applicability","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_bootstrap.md","29","2","When to Use","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_bootstrap.md","36","2","Standard Bootstrap Sequence","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_bootstrap.md","38","3","Step 1: Read AGENTS.md","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_bootstrap.md","48","3","Step 2: Follow Bootstrap Sequence","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_bootstrap.md","62","3","Step 3: Capability Certification (Recommended)","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_bootstrap.md","72","2","Bootstrap Failure","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_bootstrap.md","81","2","Bootstrap Failure Recovery","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_bootstrap.md","91","2","Verification","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_bootstrap.md","99","2","Bootstrap Validation Scenarios (Operational Suite)","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_bootstrap.md","104","3","Critical Scenario Set","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_bootstrap.md","117","3","Fixture Lane for TS-15","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_bootstrap.md","129","2","References","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_codex_compat_mirror_01.md","12","1","Runbook: Codex Compatibility Mirror","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_codex_compat_mirror_01.md","14","2","Purpose","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_codex_compat_mirror_01.md","24","2","Preconditions","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_codex_compat_mirror_01.md","30","2","Repo-Scoped Compatibility Install","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_codex_compat_mirror_01.md","40","2","User-Scoped Compatibility Install","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_codex_compat_mirror_01.md","50","2","Force Regeneration","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_codex_compat_mirror_01.md","62","2","Verification","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_codex_compat_mirror_01.md","75","2","Notes","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_commit_push_streamlining_01.md","12","1","Runbook: Commit/Push Streamlining","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_commit_push_streamlining_01.md","14","2","Purpose","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_commit_push_streamlining_01.md","18","2","Preconditions","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_commit_push_streamlining_01.md","24","2","External Repo Behavior","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_commit_push_streamlining_01.md","33","2","Trigger / When to Use","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_commit_push_streamlining_01.md","39","2","Authorization Marker (Turbo)","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_commit_push_streamlining_01.md","48","2","Steps","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_commit_push_streamlining_01.md","57","2","Postconditions","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_commit_push_streamlining_01.md","62","2","Notes","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_packet_relocation_01.md","13","1","Runbook: Workbundle Relocation","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_packet_relocation_01.md","15","2","Purpose","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_packet_relocation_01.md","19","2","Preconditions","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_packet_relocation_01.md","25","2","Inputs","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_packet_relocation_01.md","31","2","Steps","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_packet_relocation_01.md","39","2","Windows Fallbacks (Access Denied)","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_packet_relocation_01.md","46","2","Outputs","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_packet_relocation_01.md","52","2","Validation Commands","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_release_quality_gate_01.md","12","1","Runbook: Release-Quality Gate","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_release_quality_gate_01.md","14","2","Purpose","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_release_quality_gate_01.md","24","2","When to Run","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_release_quality_gate_01.md","33","2","Command","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_release_quality_gate_01.md","41","2","Dry-Run Preview","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_release_quality_gate_01.md","47","2","Optional Flags","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_release_quality_gate_01.md","54","2","Expected Result","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_release_quality_gate_01.md","59","2","Notes","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_repo_health_review.md","19","1","Runbook: Repo Health Review","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_repo_health_review.md","25","2","1. Purpose","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_repo_health_review.md","30","2","2. Cadence","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_repo_health_review.md","38","2","2.5 Scope Modes","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_repo_health_review.md","68","3","2.6 Output Location Resolution","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_repo_health_review.md","82","3","2.7 Option 3 Dedup Pattern","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_repo_health_review.md","95","3","2.8 Option 3 Axes and Nuance Rule","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_repo_health_review.md","106","3","2.9 Option 3 Artifact Bundle Contract","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_repo_health_review.md","128","2","3. Health Check Categories","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_repo_health_review.md","130","3","3.1 Self-Consistency","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_repo_health_review.md","149","3","3.2 Documentation Accuracy","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_repo_health_review.md","173","3","3.3 Cruft Detection","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_repo_health_review.md","216","3","3.4 Metadata Completeness","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_repo_health_review.md","231","3","3.5 Dead Chain Analysis","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_repo_health_review.md","280","3","3.6 Governed Repo Validator Baseline (External Repos)","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_repo_health_review.md","301","3","3.7 Option 3 Section Placement and Dedup Lane","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_repo_health_review.md","326","3","3.8 Lock Preflight and Recovery Signals","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_repo_health_review.md","347","2","4. Execution Steps","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
"00_Admin/runbooks/rb_repo_health_review.md","385","2","5. Report Template","runbook","keep","Section matches file role.","keep","Section order is acceptable.","none","none","not_applicable","none","0","none","not_applicable"
